minute,second,team,playerName,type,outcomeType,x,y,endX,endY
47,50.0,Real Madrid,Toni Kroos,Pass,Successful,55.8,83.6,62.3,73.8
47,52.0,Real Madrid,Luka Modric,Pass,Successful,67.4,77.6,71.5,80.6
47,55.0,Real Madrid,Gareth Bale,Pass,Successful,76.8,70.9,78.5,56.0
47,57.0,Real Madrid,James Rodríguez,SavedShot,Successful,78.5,56.0,,
47,57.0,Barcelona,Claudio Bravo,Save,Successful,1.3,45.8,,
47,58.0,Real Madrid,James Rodríguez,CornerAwarded,Successful,88.6,55.1,,
47,58.0,Barcelona,Claudio Bravo,CornerAwarded,Unsuccessful,11.4,44.9,,
48,14.0,Real Madrid,James Rodríguez,Pass,Unsuccessful,99.5,99.5,87.0,50.6
48,17.0,Barcelona,Jeremy Mathieu,Clearance,Successful,11.4,50.3,31.8,31.9
48,19.0,Real Madrid,Toni Kroos,Pass,Successful,72.8,69.4,64.7,68.5
48,22.0,Real Madrid,Marcelo,Pass,Successful,61.6,62.9,55.0,45.8
48,24.0,Real Madrid,Danilo,Pass,Successful,55.7,44.9,63.5,25.9
48,27.0,Real Madrid,Luka Modric,Pass,Successful,65.4,24.7,71.6,29.8
48,31.0,Real Madrid,Gareth Bale,MissedShots,Successful,75.1,32.7,,
48,53.0,Barcelona,Claudio Bravo,Pass,Unsuccessful,5.1,59.3,56.7,58.4
48,55.0,Real Madrid,Raphaël Varane,Pass,Unsuccessful,42.6,42.8,64.1,40.3
48,57.0,Barcelona,Sergio Busquets,Dispossessed,Successful,37.8,58.5,,
48,57.0,Real Madrid,Gareth Bale,Tackle,Unsuccessful,62.2,41.5,,
48,59.0,Real Madrid,Karim Benzema,BlockedPass,Successful,62.0,33.0,,
48,59.0,Barcelona,Sergio Busquets,Pass,Unsuccessful,37.7,58.2,37.7,59.9
49,0.0,Barcelona,Andrés Iniesta,Pass,Successful,41.3,67.6,40.9,88.8
49,3.0,Barcelona,Jordi Alba,Pass,Successful,45.9,88.4,57.5,96.0
49,6.0,Barcelona,Neymar,Pass,Successful,62.9,93.3,55.6,79.1
49,8.0,Barcelona,Andrés Iniesta,Pass,Successful,49.0,81.1,38.7,66.6
49,11.0,Barcelona,Jeremy Mathieu,Pass,Successful,36.9,60.3,29.3,41.9
49,13.0,Barcelona,Gerard Piqué,Pass,Successful,28.8,42.7,30.6,64.2
49,19.0,Barcelona,Jeremy Mathieu,Pass,Successful,35.7,73.3,46.0,63.4
49,21.0,Barcelona,Sergi Roberto,Pass,Unsuccessful,46.5,69.3,46.4,73.2
49,22.0,Real Madrid,Luka Modric,Pass,Successful,52.2,24.4,65.3,30.4
49,23.0,Real Madrid,Gareth Bale,BallRecovery,Successful,65.5,30.4,,
49,24.0,Real Madrid,Gareth Bale,Pass,Successful,62.4,29.1,69.1,18.4
49,25.0,Real Madrid,James Rodríguez,TakeOn,Unsuccessful,72.3,24.3,,
49,25.0,Barcelona,Jordi Alba,Tackle,Successful,27.7,75.7,,
49,26.0,Barcelona,Jordi Alba,Pass,Successful,27.2,77.3,35.7,95.3
49,26.0,Barcelona,Jordi Alba,BallRecovery,Successful,27.2,77.3,,
49,32.0,Barcelona,Andrés Iniesta,Pass,Successful,39.4,86.3,39.5,68.5
49,34.0,Barcelona,Sergio Busquets,Pass,Successful,41.8,62.6,50.2,37.7
49,37.0,Barcelona,Ivan Rakitic,Pass,Successful,55.3,31.2,60.0,9.2
49,39.0,Barcelona,Dani Alves,Pass,Successful,60.7,9.2,61.3,18.9
49,40.0,Barcelona,Ivan Rakitic,Pass,Successful,61.3,18.9,60.8,6.5
49,42.0,Barcelona,Dani Alves,Pass,Successful,60.9,9.8,70.6,14.6
49,45.0,Barcelona,Sergi Roberto,Pass,Successful,68.5,28.6,62.4,35.7
49,47.0,Barcelona,Sergio Busquets,Pass,Successful,62.6,36.6,65.0,77.9
49,51.0,Barcelona,Jordi Alba,Pass,Successful,70.9,77.3,73.4,92.0
49,57.0,Barcelona,Neymar,Pass,Successful,71.4,68.1,78.2,53.0
49,59.0,Real Madrid,Sergio Ramos,Foul,Unsuccessful,23.6,48.3,,
49,59.0,Barcelona,Sergi Roberto,Foul,Successful,76.4,51.7,,
50,6.0,Real Madrid,Sergio Ramos,Card,Successful,0.0,0.0,,
51,10.0,Barcelona,Neymar,SavedShot,Successful,76.2,53.3,,
51,10.0,Real Madrid,Keylor Navas,Save,Successful,1.0,49.4,,
51,15.0,Real Madrid,Keylor Navas,CornerAwarded,Unsuccessful,12.4,48.0,,
51,15.0,Barcelona,Neymar,CornerAwarded,Successful,87.6,52.0,,
51,33.0,Barcelona,Neymar,Pass,Unsuccessful,99.5,99.5,95.2,68.2
51,35.0,Real Madrid,Luka Modric,Clearance,Successful,6.9,26.7,25.6,11.9
51,38.0,Real Madrid,James Rodríguez,Pass,Unsuccessful,25.6,11.9,33.4,14.4
51,40.0,Barcelona,Jordi Alba,Pass,Unsuccessful,67.1,75.6,74.9,73.8
51,42.0,Real Madrid,Raphaël Varane,Clearance,Successful,24.2,26.7,37.1,21.5
51,45.0,Barcelona,Dani Alves,Pass,Successful,60.3,69.7,61.2,79.7
51,45.0,Real Madrid,Marcelo,Aerial,Unsuccessful,38.4,25.9,,
51,45.0,Barcelona,Dani Alves,Aerial,Successful,61.6,74.1,,
51,46.0,Barcelona,Jordi Alba,Pass,Successful,61.2,79.7,56.6,83.3
51,47.0,Barcelona,Andrés Iniesta,Pass,Successful,56.6,83.3,58.7,81.4
51,48.0,Barcelona,Jordi Alba,Pass,Unsuccessful,58.7,81.4,63.6,88.3
51,49.0,Real Madrid,Luka Modric,Interception,Successful,34.9,11.6,,
51,52.0,Barcelona,Jordi Alba,Pass,Successful,42.9,97.7,25.4,81.8
51,53.0,Barcelona,Jeremy Mathieu,Pass,Successful,25.4,81.8,9.6,67.5
51,56.0,Barcelona,Claudio Bravo,Pass,Successful,9.6,67.5,29.9,71.8
52,2.0,Barcelona,Sergio Busquets,Pass,Successful,37.3,69.0,43.7,19.1
52,3.0,Barcelona,Dani Alves,Pass,Successful,43.7,19.1,49.3,10.6
52,9.0,Barcelona,Sergi Roberto,Pass,Successful,65.3,7.4,60.4,9.8
52,10.0,Barcelona,Dani Alves,Pass,Successful,60.4,9.8,68.5,18.5
52,12.0,Barcelona,Neymar,Pass,Successful,70.2,22.4,66.7,31.8
52,13.0,Barcelona,Ivan Rakitic,Pass,Successful,66.7,31.8,70.2,51.2
52,16.0,Barcelona,Andrés Iniesta,Pass,Successful,72.4,49.7,84.6,48.7
52,17.0,Barcelona,Neymar,Pass,Successful,84.3,47.8,84.0,42.7
52,18.0,Barcelona,Andrés Iniesta,Goal,Successful,84.5,43.5,,
53,23.0,Real Madrid,Karim Benzema,Pass,Successful,49.7,50.3,52.3,52.2
53,24.0,Real Madrid,Cristiano Ronaldo,BallTouch,Successful,52.3,52.2,,
53,25.0,Real Madrid,Luka Modric,Foul,Successful,44.2,52.0,,
53,25.0,Barcelona,Andrés Iniesta,Foul,Unsuccessful,55.8,48.0,,
53,27.0,Real Madrid,Raphaël Varane,Pass,Successful,39.0,35.4,44.4,41.6
53,31.0,Real Madrid,Luka Modric,Pass,Successful,44.6,35.4,60.4,5.5
53,33.0,Real Madrid,Danilo,Pass,Successful,60.4,5.5,61.4,10.7
53,37.0,Real Madrid,Gareth Bale,TakeOn,Unsuccessful,72.1,6.0,,
53,37.0,Barcelona,Sergio Busquets,Tackle,Successful,27.9,94.0,,
53,38.0,Barcelona,Jordi Alba,BallRecovery,Successful,22.9,88.1,,
53,40.0,Barcelona,Jordi Alba,Pass,Successful,31.0,90.5,33.8,96.5
53,41.0,Barcelona,Sergio Busquets,Pass,Successful,33.8,96.5,29.7,96.2
53,42.0,Barcelona,Jordi Alba,Pass,Successful,29.7,96.2,34.4,89.6
53,44.0,Barcelona,Sergio Busquets,Pass,Successful,29.8,84.4,19.9,76.6
53,45.0,Barcelona,Jeremy Mathieu,Pass,Successful,19.9,76.6,33.6,7.9
53,52.0,Barcelona,Sergi Roberto,Dispossessed,Successful,31.6,5.1,,
53,52.0,Real Madrid,Karim Benzema,Tackle,Unsuccessful,68.4,94.9,,
53,53.0,Barcelona,Sergi Roberto,Pass,Unsuccessful,36.3,4.6,39.7,7.1
53,54.0,Real Madrid,Marcelo,Interception,Successful,63.4,96.0,,
53,54.0,Real Madrid,Marcelo,BallRecovery,Successful,63.2,93.9,,
53,55.0,Real Madrid,Marcelo,Pass,Successful,62.9,93.0,59.3,79.9
53,56.0,Real Madrid,Toni Kroos,Pass,Successful,59.1,73.8,63.5,50.7
53,58.0,Real Madrid,James Rodríguez,Pass,Successful,63.0,51.6,56.2,51.5
54,2.0,Real Madrid,Luka Modric,Pass,Successful,59.1,41.9,71.6,19.8
54,6.0,Real Madrid,Gareth Bale,Pass,Successful,73.1,18.8,83.4,5.0
54,8.0,Real Madrid,Danilo,Pass,Unsuccessful,84.5,4.6,87.9,30.1
54,10.0,Barcelona,Jeremy Mathieu,BallRecovery,Successful,12.0,63.6,,
54,11.0,Barcelona,Jeremy Mathieu,Pass,Successful,12.5,65.2,24.5,68.8
54,13.0,Barcelona,Andrés Iniesta,Pass,Successful,30.9,69.7,61.0,93.2
54,17.0,Barcelona,Neymar,Pass,Successful,61.0,93.2,75.3,86.9
54,20.0,Barcelona,Luis Suárez,TakeOn,Unsuccessful,88.5,75.0,,
54,22.0,Real Madrid,Raphaël Varane,Pass,Successful,12.1,30.3,7.0,38.6
54,23.0,Real Madrid,Keylor Navas,Clearance,Successful,9.6,47.2,29.3,66.7
54,30.0,Barcelona,Dani Alves,Pass,Successful,79.5,37.7,81.1,63.6
54,32.0,Barcelona,Neymar,Pass,Successful,80.8,62.7,93.1,68.7
54,35.0,Barcelona,Luis Suárez,MissedShots,Successful,94.2,67.4,,
54,56.0,Real Madrid,James Rodríguez,SubstitutionOff,Successful,0.0,0.0,,
54,56.0,Real Madrid,Isco,SubstitutionOn,Successful,0.0,0.0,,
55,6.0,Real Madrid,Keylor Navas,Pass,Successful,5.1,43.0,20.9,75.6
55,8.0,Real Madrid,Marcelo,Pass,Successful,21.1,75.7,27.7,70.3
55,12.0,Real Madrid,Toni Kroos,Pass,Successful,27.8,70.2,37.2,58.8
55,13.0,Real Madrid,Luka Modric,Pass,Successful,37.2,58.8,28.6,67.2
55,14.0,Real Madrid,Toni Kroos,Pass,Successful,28.6,67.2,39.7,42.2
55,17.0,Real Madrid,Isco,Pass,Successful,37.7,45.8,30.4,21.9
55,20.0,Real Madrid,Raphaël Varane,Pass,Unsuccessful,34.3,17.2,43.7,0.0
56,2.0,Barcelona,Ivan Rakitic,SubstitutionOff,Successful,0.0,0.0,,
56,2.0,Barcelona,Lionel Messi,SubstitutionOn,Successful,0.0,0.0,,
56,12.0,Barcelona,Jordi Alba,Pass,Successful,53.8,100.0,66.3,85.1
56,13.0,Barcelona,Neymar,Pass,Successful,64.5,83.7,73.9,93.1
56,14.0,Barcelona,Jordi Alba,Pass,Successful,77.4,90.5,72.7,73.2
56,16.0,Barcelona,Neymar,Dispossessed,Successful,78.6,71.2,,
56,16.0,Real Madrid,Sergio Ramos,Tackle,Successful,21.4,28.8,,
56,18.0,Real Madrid,Raphaël Varane,Pass,Unsuccessful,19.5,28.5,25.8,21.5
56,19.0,Barcelona,Luis Suárez,Pass,Unsuccessful,78.5,80.9,81.5,73.0
56,20.0,Real Madrid,Danilo,Interception,Successful,21.4,24.3,,
56,22.0,Barcelona,Sergi Roberto,TakeOn,Unsuccessful,80.8,52.1,,
56,22.0,Real Madrid,Marcelo,Tackle,Successful,19.2,47.9,,
56,23.0,Real Madrid,Marcelo,BallRecovery,Successful,21.2,40.0,,
56,23.0,Real Madrid,Marcelo,Pass,Successful,21.2,40.0,26.3,33.0
56,24.0,Real Madrid,Luka Modric,Pass,Successful,26.3,33.0,40.1,5.6
56,33.0,Real Madrid,Isco,Pass,Unsuccessful,81.8,11.7,82.9,15.9
56,34.0,Barcelona,Jeremy Mathieu,Clearance,Successful,12.8,82.3,12.8,82.3
56,35.0,Real Madrid,Isco,CornerAwarded,Successful,85.0,16.8,,
56,35.0,Barcelona,Jeremy Mathieu,CornerAwarded,Unsuccessful,15.0,83.2,,
56,49.0,Real Madrid,Isco,Pass,Unsuccessful,99.5,0.5,94.1,35.8
56,51.0,Barcelona,Luis Suárez,Clearance,Successful,6.3,61.8,39.0,94.1
56,55.0,Barcelona,Neymar,BallRecovery,Successful,39.0,94.1,,
56,56.0,Barcelona,Neymar,Pass,Unsuccessful,39.6,94.8,39.1,87.7
56,57.0,Real Madrid,Luka Modric,BallRecovery,Successful,58.3,10.4,,
56,58.0,Real Madrid,Luka Modric,Pass,Successful,58.3,10.4,69.6,6.4
57,0.0,Real Madrid,Isco,Pass,Successful,72.0,8.3,69.6,22.8
57,2.0,Real Madrid,Luka Modric,Pass,Successful,73.3,28.9,81.6,44.6
57,3.0,Real Madrid,Cristiano Ronaldo,Pass,Successful,81.6,44.6,76.9,44.6
57,4.0,Real Madrid,Luka Modric,Pass,Successful,76.9,44.6,86.9,40.0
57,5.0,Real Madrid,Cristiano Ronaldo,Pass,Unsuccessful,86.9,40.0,86.7,44.8
57,6.0,Barcelona,Gerard Piqué,Pass,Successful,15.4,45.7,27.9,46.4
57,7.0,Barcelona,Sergio Busquets,BallRecovery,Successful,27.9,46.4,,
57,7.0,Barcelona,Sergio Busquets,Pass,Successful,27.9,46.4,31.1,32.2
57,15.0,Barcelona,Lionel Messi,Pass,Unsuccessful,74.4,66.6,78.0,75.7
57,17.0,Real Madrid,Danilo,Pass,Successful,24.0,18.6,42.2,8.9
57,20.0,Real Madrid,Isco,BallRecovery,Successful,42.4,8.9,,
57,21.0,Real Madrid,Isco,Pass,Unsuccessful,41.6,11.2,42.9,15.3
57,22.0,Barcelona,Jordi Alba,BlockedPass,Successful,55.3,83.5,,
57,25.0,Real Madrid,Luka Modric,Pass,Successful,44.9,46.7,57.2,83.5
57,32.0,Real Madrid,Marcelo,Pass,Successful,67.1,86.8,64.3,79.9
57,34.0,Real Madrid,Cristiano Ronaldo,Pass,Successful,67.7,75.0,61.4,65.5
57,36.0,Real Madrid,Toni Kroos,Pass,Successful,61.5,65.5,65.8,40.1
57,41.0,Real Madrid,Isco,Pass,Successful,75.8,33.6,73.0,25.0
57,43.0,Real Madrid,Danilo,Pass,Unsuccessful,75.6,29.1,81.6,47.8
57,44.0,Barcelona,Gerard Piqué,Interception,Successful,18.3,49.4,,
57,45.0,Barcelona,Andrés Iniesta,BallRecovery,Successful,23.2,68.1,,
57,46.0,Barcelona,Andrés Iniesta,Pass,Successful,23.2,68.1,15.7,63.3
57,48.0,Barcelona,Jeremy Mathieu,Pass,Unsuccessful,15.7,63.3,44.0,70.5
57,50.0,Real Madrid,Raphaël Varane,BallRecovery,Successful,56.2,24.0,,
57,50.0,Real Madrid,Raphaël Varane,Pass,Successful,56.2,24.0,74.3,4.7
57,54.0,Real Madrid,Isco,Pass,Successful,77.0,7.9,93.1,16.7
57,56.0,Real Madrid,Danilo,Pass,Unsuccessful,93.1,16.7,93.2,18.5
57,56.0,Barcelona,Jeremy Mathieu,Clearance,Successful,5.8,81.5,5.8,81.5
57,58.0,Real Madrid,Danilo,CornerAwarded,Successful,93.7,18.5,,
57,58.0,Barcelona,Jeremy Mathieu,CornerAwarded,Unsuccessful,6.3,81.5,,
58,24.0,Real Madrid,Marcelo,SubstitutionOff,Successful,0.0,0.0,,
58,24.0,Real Madrid,Daniel Carvajal,SubstitutionOn,Successful,0.0,0.0,,
58,25.0,Real Madrid,,FormationChange,Successful,0.0,0.0,,
58,35.0,Real Madrid,Toni Kroos,Pass,Unsuccessful,99.5,0.5,95.7,45.8
58,36.0,Barcelona,Luis Suárez,Clearance,Successful,4.7,59.9,19.9,41.3
58,37.0,Real Madrid,Isco,SavedShot,Successful,78.9,59.6,,
58,37.0,Barcelona,Andrés Iniesta,Save,Successful,17.9,43.5,,
58,40.0,Real Madrid,Luka Modric,Aerial,Successful,72.9,43.5,,
58,40.0,Barcelona,Neymar,Aerial,Unsuccessful,27.1,56.5,,
58,41.0,Real Madrid,Luka Modric,Pass,Successful,74.5,48.1,79.4,41.2
58,42.0,Real Madrid,Sergio Ramos,Pass,Unsuccessful,79.8,38.2,79.8,33.0
58,43.0,Barcelona,Jordi Alba,BlockedPass,Successful,23.5,66.1,,
58,45.0,Real Madrid,Toni Kroos,Pass,Successful,76.4,23.9,93.5,88.6
58,52.0,Real Madrid,Isco,TakeOn,Unsuccessful,93.7,84.8,,
58,52.0,Barcelona,Sergio Busquets,Tackle,Unsuccessful,6.3,15.2,,
58,53.0,Real Madrid,Isco,BallTouch,Successful,92.6,86.8,,
58,54.0,Real Madrid,Isco,Tackle,Unsuccessful,93.6,86.4,,
58,54.0,Barcelona,Sergio Busquets,Dispossessed,Successful,6.4,13.6,,
58,55.0,Barcelona,Sergio Busquets,BallTouch,Successful,6.4,13.6,,
58,58.0,Barcelona,Dani Alves,BallRecovery,Successful,7.7,7.0,,
58,58.0,Barcelona,Dani Alves,Pass,Successful,7.7,7.0,15.9,2.8
59,1.0,Barcelona,Lionel Messi,Pass,Successful,16.6,6.7,22.0,21.2
59,4.0,Barcelona,Andrés Iniesta,Pass,Successful,23.1,16.7,19.1,7.7
59,5.0,Barcelona,Lionel Messi,Pass,Successful,19.0,7.3,28.7,4.1
59,6.0,Barcelona,Dani Alves,Pass,Successful,28.7,4.1,27.8,7.1
59,7.0,Barcelona,Andrés Iniesta,Pass,Successful,27.8,7.1,28.1,4.7
59,8.0,Real Madrid,Danilo,BlockedPass,Successful,71.6,96.3,,
59,8.0,Barcelona,Dani Alves,Pass,Unsuccessful,28.1,4.7,28.9,5.8
59,17.0,Barcelona,Lionel Messi,Pass,Successful,22.1,0.0,23.6,3.2
59,18.0,Barcelona,Dani Alves,Pass,Successful,23.9,3.5,38.6,7.3
59,19.0,Barcelona,Andrés Iniesta,Pass,Successful,38.6,7.3,41.6,2.8
59,20.0,Barcelona,Lionel Messi,Pass,Unsuccessful,41.7,2.6,75.4,5.9
59,22.0,Real Madrid,Raphaël Varane,Pass,Successful,20.2,94.7,4.2,67.8
59,25.0,Real Madrid,Keylor Navas,BallRecovery,Successful,4.2,67.8,,
59,30.0,Real Madrid,Keylor Navas,Pass,Unsuccessful,7.3,57.2,54.2,47.8
59,33.0,Barcelona,Jeremy Mathieu,Pass,Unsuccessful,44.1,55.7,53.2,41.8
59,34.0,Real Madrid,Luka Modric,Pass,Unsuccessful,45.0,55.8,46.9,55.7
59,35.0,Barcelona,Sergio Busquets,BlockedPass,Successful,53.2,41.8,,
59,37.0,Barcelona,Sergio Busquets,BallRecovery,Successful,54.9,33.4,,
59,39.0,Barcelona,Sergio Busquets,Pass,Successful,52.3,29.7,37.5,41.0
59,41.0,Barcelona,Gerard Piqué,Pass,Successful,38.1,42.1,45.8,52.5
59,42.0,Barcelona,Andrés Iniesta,Pass,Successful,45.8,52.5,37.6,71.7
59,44.0,Barcelona,Jeremy Mathieu,Pass,Successful,37.6,71.7,43.6,86.2
59,46.0,Barcelona,Jordi Alba,Pass,Successful,44.1,90.8,54.7,96.5
59,48.0,Barcelona,Neymar,Pass,Unsuccessful,52.1,93.8,44.3,93.1
59,49.0,Real Madrid,Cristiano Ronaldo,BallRecovery,Successful,60.3,12.6,,
59,50.0,Real Madrid,Cristiano Ronaldo,Pass,Successful,60.3,12.6,69.9,15.5
59,51.0,Real Madrid,Karim Benzema,Pass,Successful,69.9,15.5,73.5,7.3
59,57.0,Real Madrid,Daniel Carvajal,Pass,Unsuccessful,72.4,10.6,76.5,30.1
59,58.0,Barcelona,Sergio Busquets,Pass,Unsuccessful,23.6,62.6,24.0,69.6
60,0.0,Real Madrid,Daniel Carvajal,SavedShot,Successful,84.3,35.3,,
60,0.0,Barcelona,Jeremy Mathieu,Save,Successful,13.5,61.8,,
60,2.0,Real Madrid,Daniel Carvajal,CornerAwarded,Successful,86.2,38.1,,
60,2.0,Barcelona,Jeremy Mathieu,CornerAwarded,Unsuccessful,13.8,61.9,,
60,21.0,Real Madrid,Toni Kroos,Pass,Unsuccessful,99.5,99.5,91.6,54.6
60,24.0,Barcelona,Luis Suárez,Clearance,Successful,5.8,45.7,31.5,56.9
60,27.0,Real Madrid,Luka Modric,Pass,Successful,68.3,47.2,69.1,21.5
60,29.0,Real Madrid,Daniel Carvajal,Pass,Successful,73.1,18.0,88.0,2.7
60,36.0,Real Madrid,Isco,Pass,Unsuccessful,98.2,11.3,98.3,12.6
60,37.0,Barcelona,Sergi Roberto,Clearance,Successful,3.6,86.2,3.6,86.2
60,38.0,Real Madrid,Isco,CornerAwarded,Successful,97.4,13.2,,
60,38.0,Barcelona,Sergi Roberto,CornerAwarded,Unsuccessful,2.6,86.8,,
60,53.0,Real Madrid,Isco,Pass,Successful,99.5,0.5,89.8,60.3
60,55.0,Real Madrid,Sergio Ramos,Pass,Successful,89.8,60.3,92.9,47.0
60,57.0,Real Madrid,Raphaël Varane,SavedShot,Successful,94.4,47.2,,
60,57.0,Barcelona,Claudio Bravo,Save,Successful,1.0,49.6,,
60,58.0,Barcelona,Claudio Bravo,KeeperPickup,Successful,1.0,49.6,,
61,3.0,Barcelona,Claudio Bravo,Pass,Successful,9.6,45.2,87.7,89.3
61,12.0,Real Madrid,Daniel Carvajal,Challenge,Unsuccessful,11.6,19.2,,
61,12.0,Barcelona,Neymar,TakeOn,Successful,88.4,80.8,,
61,14.0,Barcelona,Neymar,Pass,Successful,86.6,72.3,83.1,51.3
61,19.0,Barcelona,Lionel Messi,Pass,Successful,71.9,55.2,72.8,24.6
61,22.0,Barcelona,Dani Alves,Pass,Successful,72.7,24.6,70.1,35.2
61,25.0,Barcelona,Lionel Messi,Pass,Successful,70.8,41.2,73.7,56.4
61,27.0,Barcelona,Andrés Iniesta,Pass,Successful,72.2,60.2,71.1,82.6
61,32.0,Barcelona,Jordi Alba,Pass,Successful,72.4,98.9,72.5,94.1
61,33.0,Barcelona,Neymar,Pass,Successful,72.5,94.1,67.2,80.2
61,40.0,Barcelona,Andrés Iniesta,Pass,Successful,64.1,63.1,51.6,64.1
61,42.0,Barcelona,Jeremy Mathieu,Pass,Successful,52.0,65.4,61.3,94.2
61,46.0,Barcelona,Jordi Alba,Pass,Successful,62.9,93.5,65.4,71.1
61,48.0,Barcelona,Neymar,Pass,Successful,65.0,69.4,64.7,54.6
61,49.0,Barcelona,Sergi Roberto,Pass,Successful,69.6,59.4,71.9,65.1
61,50.0,Barcelona,Neymar,Pass,Successful,72.4,66.3,69.9,68.8
61,51.0,Barcelona,Sergi Roberto,Pass,Unsuccessful,69.9,68.8,73.7,79.4
61,54.0,Real Madrid,Daniel Carvajal,Foul,Unsuccessful,26.4,20.7,,
61,54.0,Barcelona,Jordi Alba,Foul,Successful,73.6,79.3,,
62,44.0,Barcelona,Neymar,Pass,Successful,73.2,80.2,72.0,77.8
62,47.0,Barcelona,Lionel Messi,Pass,Successful,72.0,77.8,55.7,69.3
62,49.0,Barcelona,Jordi Alba,Pass,Successful,55.7,69.3,43.4,44.2
62,52.0,Barcelona,Jeremy Mathieu,Pass,Successful,43.4,44.2,18.9,50.3
62,57.0,Barcelona,Claudio Bravo,Pass,Unsuccessful,18.9,50.3,63.8,42.8
62,59.0,Real Madrid,Raphaël Varane,Pass,Successful,34.0,53.4,36.2,67.5
63,0.0,Real Madrid,Sergio Ramos,BallRecovery,Successful,36.2,67.5,,
63,2.0,Real Madrid,Sergio Ramos,Pass,Successful,37.6,71.4,52.5,73.6
63,5.0,Real Madrid,Cristiano Ronaldo,Pass,Successful,45.5,75.0,36.7,77.0
63,7.0,Real Madrid,Sergio Ramos,Pass,Successful,36.4,78.1,44.5,49.3
63,10.0,Real Madrid,Toni Kroos,Pass,Successful,42.5,39.5,62.3,3.1
63,14.0,Real Madrid,Isco,Pass,Successful,61.1,4.6,51.7,21.3
63,16.0,Real Madrid,Toni Kroos,Pass,Successful,51.7,21.3,46.2,2.9
63,18.0,Real Madrid,Daniel Carvajal,Pass,Successful,46.2,2.9,45.6,32.5
63,21.0,Real Madrid,Toni Kroos,Pass,Successful,46.1,41.6,55.0,56.4
63,22.0,Real Madrid,Gareth Bale,Pass,Successful,55.0,56.4,46.1,69.0
63,23.0,Real Madrid,Sergio Ramos,Pass,Successful,46.1,69.0,60.0,93.9
63,26.0,Real Madrid,Danilo,Pass,Successful,68.2,89.3,83.6,79.1
63,28.0,Real Madrid,Gareth Bale,Pass,Unsuccessful,80.9,80.3,86.5,72.4
63,29.0,Barcelona,Gerard Piqué,Clearance,Successful,13.1,24.3,13.1,24.3
63,30.0,Real Madrid,Gareth Bale,CornerAwarded,Successful,86.7,74.0,,
63,30.0,Barcelona,Gerard Piqué,CornerAwarded,Unsuccessful,13.3,26.0,,
63,48.0,Real Madrid,Toni Kroos,Pass,Unsuccessful,99.4,99.9,89.2,54.8
63,50.0,Real Madrid,Raphaël Varane,Aerial,Unsuccessful,90.0,53.2,,
63,50.0,Barcelona,Luis Suárez,Aerial,Successful,10.0,46.8,,
63,51.0,Barcelona,Luis Suárez,Clearance,Successful,9.7,45.4,10.7,44.7
63,52.0,Real Madrid,Raphaël Varane,BallTouch,Successful,89.2,56.1,,
63,53.0,Barcelona,Gerard Piqué,Clearance,Successful,8.3,49.9,10.5,43.9
63,54.0,Real Madrid,Raphaël Varane,Interception,Successful,86.2,53.9,,
63,55.0,Real Madrid,Sergio Ramos,Pass,Successful,85.3,59.7,76.3,87.2
64,0.0,Real Madrid,Toni Kroos,Pass,Successful,72.1,76.6,53.3,63.6
64,3.0,Real Madrid,Danilo,Pass,Successful,48.0,63.6,49.3,34.3
64,7.0,Real Madrid,Daniel Carvajal,Pass,Successful,62.0,25.2,72.2,4.7
64,11.0,Real Madrid,Isco,Pass,Unsuccessful,77.2,7.4,91.9,100.0
64,29.0,Barcelona,Dani Alves,Pass,Successful,9.2,0.0,14.2,4.3
64,30.0,Barcelona,Sergi Roberto,Pass,Successful,14.2,4.3,10.3,4.0
64,32.0,Barcelona,Dani Alves,Dispossessed,Successful,13.1,4.2,,
64,32.0,Real Madrid,Toni Kroos,Tackle,Successful,86.9,95.8,,
64,34.0,Real Madrid,Toni Kroos,BallRecovery,Successful,90.1,93.9,,
64,35.0,Real Madrid,Toni Kroos,Pass,Successful,93.0,93.4,73.1,21.3
64,41.0,Real Madrid,Daniel Carvajal,Pass,Unsuccessful,76.0,24.3,90.3,47.3
64,43.0,Barcelona,Jeremy Mathieu,Clearance,Successful,10.0,52.4,25.9,73.6
64,45.0,Real Madrid,Daniel Carvajal,Pass,Successful,71.9,26.4,55.3,33.1
64,45.0,Real Madrid,Daniel Carvajal,Aerial,Successful,71.8,30.2,,
64,45.0,Barcelona,Neymar,Aerial,Unsuccessful,28.2,69.8,,
64,51.0,Real Madrid,Raphaël Varane,Pass,Successful,56.3,50.6,59.1,60.0
64,53.0,Real Madrid,Toni Kroos,Pass,Unsuccessful,55.5,52.8,61.3,0.0
65,17.0,Barcelona,Jordi Alba,Pass,Successful,37.6,100.0,53.3,93.3
65,19.0,Barcelona,Luis Suárez,Pass,Unsuccessful,43.7,96.5,41.0,87.4
65,20.0,Real Madrid,Luka Modric,Pass,Unsuccessful,58.8,9.2,60.0,10.6
65,20.0,Barcelona,Andrés Iniesta,BlockedPass,Successful,38.9,86.2,,
65,22.0,Real Madrid,Isco,Pass,Unsuccessful,61.3,4.3,61.2,6.2
65,23.0,Barcelona,Andrés Iniesta,BallRecovery,Successful,39.2,87.5,,
65,24.0,Real Madrid,Isco,Challenge,Unsuccessful,59.3,10.2,,
65,24.0,Barcelona,Andrés Iniesta,TakeOn,Successful,40.7,89.8,,
